Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,Description,PetID,PhotoAmt,AdoptionSpeed
1,Iban,4,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,"These puppies were rescued from factory area... their mother have been spayed already.. there were 18 pups.. now left 10 puppies all brown all female... If no one adopts them, they will grow up to live as a homeless factory area dog living on the streets and they could get caught by the town council sooner or later or get hit by heavy trucks . They may not look as cute or pretty as they are now much bigger... but please spare a space in your heart and your home for one of this little ones so they dont have to live on the streets in the future and suffer the faith of a street dog. THank you.",b488dc067,8.0,4
2,Bobby,0,265,0,1,1,7,0,2,2,2,2,2,2,1,0,41401,5d3ec90e89d903ad7bcaac7e47162f68,0,"I found Bobby at lrt Kg Baru. He look so weak and he's injure. I think he's been beaten by sumone. So I took him back to my place. He's so cute, but sadly I cant keep him, since I only rent a room, and at this place they dun let us to keep an animal. I really hope sumone can adopt him immediately, and give a proper treatment as he's not well yet.",02401db5e,4.0,1
1,Hercuba,2,307,0,2,2,7,0,2,2,1,1,2,1,1,0,41326,95481e953f8aed9ec3d16fc4509537e8,0,"Hercuba was rescued off the streets . This pretty girl is friendly and likes children. If you wish to adopt, please call us at. Please give this lovely girl a place in your hearts and home",6b91edb8b,4.0,3
2,Bambi,2,266,0,2,1,6,0,1,1,1,1,2,1,1,0,41401,1ba4769cfa6b630af6eca5715fca3589,0,Bambi was rescued when she ran into my neighbour's house who has 4 big dogs. She was only 1 month old and very skinny. I pity how she managed to survive by herself at this young age without her mother. Bambi is very healthy and active now. She is very playful and attached to people. She is toilet trained. I am looking for a serious adopter who can give her a loving home. The adopter must promise to vaccine and spay her at the age of 6 months. First Vaccine will be done before giving to the adopter.,c42cf01ba,5.0,2
1,Blackly,4,307,307,2,1,0,0,2,2,1,1,2,1,1,150,41326,6db3aaa016b2bc7604de756e59eb16d6,0,It's fully black in colour. Found at the street and now looking for a new n lovely home.,a58fef87c,1.0,4
2,Molly,36,266,266,2,2,5,6,2,1,1,1,1,1,1,0,41326,a41605e586f66ae37b61d766d5e37e43,0,"Her name is molly, she is 3 years old and very healthy and active. She loves to play fetch just like a dog. I have been keeping her for 3 years, but was recently given a warning notice by the condo management that MBPJ has started taken action in removing pets in apartments after a year of my stay. We are forced to give her up for adoption. Being said, there are also another 2 cats, Zee (2yr, male, neutered son of molly) and nova (male, 4 months old). As for Molly, she is 3yr, female, spayed. I wish both Molly and Zee can be adopted together, due to their relation and the time spent together, they very much rely on one another. As for Nova, he is rescued on November , so he is still a new family member to Molly and Zee, nevertheless, they got along very well. All 3 of them are potty trained, they are also able to share food together. They have almost never shown any aggression towards each other. I wish the next adopter is knowledgeable about cat behavior, as it will definitely require some period of time for the cats to adapt to the new environment, financially independent, best if your are staying in a landed property. For confirmed adopter, I can still arrange for meet up even if its out of Klang Valley. THANKS!",748943e29,5.0,2
1,,3,307,0,1,1,2,7,2,1,2,1,3,1,3,0,41326,5c2d2a0c54c56087b2861d96db55f906,0,These 3 cuties are stray puppies found near Bandar Utama. All 3 puppies are male who are healthy and very friendly with humans. Please call Ms  if you are interested,d4dd82200,3.0,3
1,Beagle Mixed Dog,72,20,307,2,1,2,3,2,2,1,1,1,1,1,0,41326,0d86035d2266358c196cb69596a798ea,0,We have had Chloe since she was a puppy. She has been lovingly cared for and loves children. There is not an ounce of aggressiveness in her. Loves walks and will sit and wait for her food. I have taken a job overseas and my wife is not able to care for her with my two kids and a mother with alzheimers. My two kids are also confirmed to have some allergies hence cannot play with her for long. Its sad for me to let her go but I am hoping a kind family looking for a beautiful loving dog would consider having Chloe in their home.,08bfdc66f,1.0,3
2,Minnie,4,265,0,2,2,6,7,1,2,2,2,2,1,1,0,41326,075e8525d60f8c2c349b14416ad459f0,0,Minnie is a 4 months old kitten. An owner since minnie was a cute little kitten.Loves to sleep and doing her own business. Know how to use the cat litter box. 😽,6469bb262,2.0,4
1,Brucie And Lily,3,307,307,3,1,0,0,1,1,1,1,2,1,2,0,41326,68c9de47aebf53d3c4c9006969d140eb,0,"Brucie and Lily are for adoption. Please SHARE. I saved them from the streets and they are behind my house JUNGLE right now. I improvised a bare minimum shelther made from tarpauline. It is now rainy season. Can anyone please adopt these two cute puppies? I cannot take anymore dogs IN my house because I have 3 large adult dogs and two of them are very fierce towards these two puppies. Please help and adopt these two puppies which are currently at a secondary JUNGLE, exposed to WEATHER and possibly PYTHONS. -/ update - I have sent these two to AI Pet in Taman Bukit Mewah, Kajang. I am relived that they are free from weather, mosquitoes and pythons. But please, I do hope that somebody go adopt these two. I had paid for the Vaccination fee for both of them. Thanks.",953416879,6.0,3
1,Miu Miu,3,307,0,2,2,7,0,1,1,1,1,2,2,1,0,41401,fa83e01b30b8fe6f44237c701c844bfe,0,"Miu miu had been hit by on 10/9/ near the Taman Pendamar Indah... It's caused her behind legs broken. After seeing the vet now Miu Miu has recoverd and can walk and run as usual. If anyone intrested to adopt Miu Miu, Pls contact Mr.Lau at thanks~",5634cfd98,2.0,1
1,DAREN,4,307,307,1,1,0,0,1,1,2,2,2,1,1,200,41326,e43e496206948ac83dbec5387d9274b9,0,Lovely puppy looking for a forever home.Pls view her real life if u are interested. Commitment to spay is compulsory . If u are interested to adopt pls contact KEVIN,a30ec0916,1.0,4
1,Pumpkin,4,307,0,2,1,2,0,2,1,2,2,3,1,1,0,41326,09cbdcb7284d73ebebcba5bfe77bfbe6,0,"I've found the puppy at the road side on 31st Oct (Halloween) and that's why i name her as Pumpkin. Pumpkin is a very happy and playful little girl. I can't keep her as ill be soon to move to a place that is pets are not allowed and hence, would like to find a permanent home for Pumpkin.",af9d89c50,2.0,3
1,Ting Ting,12,307,0,2,2,7,0,2,1,1,1,3,1,1,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,sweet and gentle. chrisy is suitable for most homes looking for a family dog.,ed7cde89e,1.0,4
1,Fat Boy,1,307,0,1,2,0,0,1,1,2,2,2,1,1,0,41326,50a39908593505291b7eca369fbcdc53,0,"This boy two week ago is getting serious injury on his neck,his neck had one big hole and the hole are fully filled flies worms,when i feeding other dogs at outside i hear some noise at the bridge then i go to the bridge and bring them out after i go to the vet, the doctor said he just 50% to live and also 50% will dead, after the two weeks treatment this baby boy living!and his neck are recovery very fast if want to adopt him or ask something about him just call me at Mr Leo",809ca8efd,6.0,3
2,Kittens,2,266,0,3,1,2,7,1,2,2,2,2,1,4,0,41326,620738f52e7700d439121290f916d653,0,"Hi, I love the kittens but currently i am pregnant and the family not allow me to take care of them. I would like to find anyone how would like to adopt them. they already know how to eat,drink and start bath ;) not scare of water. Healthy and playful. they born on 31/3/. 1st : mix white,black & brown 2nd : Black & white 3rd : all white 4th : black & white (diff pattern)",ee8c56246,2.0,4
1,C4C,2,307,307,2,2,0,0,2,2,2,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,Dog 4 Adoption,f160ae385,3.0,3
1,Ebi Girl,4,307,103,2,1,2,0,3,2,1,1,1,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,Lovely puppy looking for a home sweet home. Interested to adopt pls call or sms Amy ,2099c09a0,4.0,2
2,Bai Bai,2,266,0,2,1,6,7,1,1,2,2,2,1,1,0,41330,516f977d15884235c7887912fdbaf0c6,0,"About Bai Bai Name： Bai Bai (meaning white) DOB: /13 Gender: Female Adoption fees: FREE (but i would appreciate if adopter can sponsor me some cat food) Collection at Kampar, Perak only. (nearby UTAR) Reason for adoption Bai Bai's mother is a stray cat & I've been feeding her since 6 months ago. However, it is a quite heavy burden for me to pay for their living cost when the kitten are growing older & older because I'm just a student without any extra income. Criteria for adoption: 1. able to provide food, shelter, medical care (when necessary) and sufficient exercise (toys & playtime) & adequate love. 2. to be kept indoors at all times. 3. to be nuetured when old enough.(hopefully, please) 4. to provide updates until we are certain he is able to adjust to new environment. 5. any problems in keeping him, adopter must return him to rescuer immediately, no questions asked. Please give her a forever home and do not abandoned her in future. Kindly contact us if you are genuine in committing to the criteria above.",24ea0569a,5.0,1
2,Toby,2,266,265,1,1,6,0,2,1,1,2,2,1,1,100,41401,54eb44194eda55128f22fc8b014f6d8f,0,"Unexpected product from a stray we rescued. We thought the mother was just fat. Turned out she was pregnant. Toby is one out of four siblings (all males). All have been toilet trained to use pinewood. Toby likes to pretend we can't see him against dark surfaces. He is actually not fully black, and has very faint dark brown/grey stripes. Adoption fee will be discounted if taken as a pair with his sibling, Neko-chan.",7fa23fd14,4.0,1
2,Cotton Candy Aka Putih,15,266,0,2,7,0,0,2,1,1,1,1,1,1,0,41326,9bb6a0a909be2c2a172b074d3aa414c2,0,"Active and Healthy female cats. She just deliver 3 kittens last 3 months. All kittens already been adopted. I already spay her. Now her time to be re-home. Anyone interested, please let me know.",77544cbd4,5.0,1
2,Black & White Cutie,3,265,265,2,1,7,0,2,2,2,1,2,1,1,0,41401,78ec79634d350f6850fdd4a335cab431,0,"another rescued kitten ready to go to new home. kindly contact me for adoption details,thank you. *only for Kuala Lumpur.Selangor/Klang Valley.",b6c59bc1e,6.0,4
2,"Jaja, Jiji, Juju",2,266,266,3,1,6,0,1,1,2,2,2,1,3,0,41335,87fc4bf5c33f32ebcac3ad45bf2d9d4c,0,"3 kittens available for adoption:- - 2 grey with black stripes colour - 1 black colour Self pick in Pekan, Pahang only.",c07d6061c,3.0,4
2,Lily,24,265,0,2,5,7,0,2,2,1,3,1,1,1,0,41401,910c244f9367bed595c07329c7a6b236,0,We rescue Lily from an animal shelter. She was dirty and had the flu. We took her in and groom her. Send her for a defleaing treatement. Took her to the clinic and the doctor confirmed nothing serious. Been giving her medication for 2 weeks and she looks happy now! She is very laidback and loves to be pet! Would love to give our sweet Lily a perfect home now.,27b7a406b,4.0,1
1,Moo Moo,3,307,0,1,1,7,0,2,3,2,1,2,1,1,0,41326,9a4be7e6bde329e59d401d4cbf482a3f,0,Moo moo was found beaten up by fostered home whereby his owner was temporary staying in this guy's house. However the owner left and left Moo Moo to my care and she didn't return to claim Moo Moo to now. Moo Moo is active and love cuddling desperately. Please sms for adoption arrangement at Ipoh (Stacey ) Thanks.,86aeb2732,3.0,4
2,Sparkle,12,299,0,2,2,3,0,2,1,1,1,1,1,1,0,41401,a4bd8162f0296d50e4ade38284641f4c,0,Sparkle came to our house one day and didnt want to go away. Now she has two 5mths old kittens. My hands are full looking after the kittens. So we would like to find another loving owner for this very loving Sparkle. Are you interested??,a5ec4df1d,3.0,3
2,Grey,6,266,299,2,6,0,0,2,1,3,3,3,1,1,0,41336,8372c8d20ae855a960a75b8bd69bebcf,0,"Small grey tabby cat with large green-yellow eyes. Very cute, very friendly kitten that followed friend home in her car. Possibly a lost pet but have not been able to locate owner. She was found at Taman tun near the MAYBANK and ok restaurant. I think it would be nice for her to have another kitten her age to play with as very active.",b7359384d,4.0,2
1,Lucas & Lea,24,76,0,3,1,7,0,2,1,1,1,1,1,2,500,41326,afe6db002476be8c279faad15d6ce49f,0,"Lucas and Lea were both rescued from a horrible ordeal and we had to pay the people to get them out of the hell they were in. They are 2 beautiful and very well-behaved dalmatians. We're currently looking for a good home for them. Adopter will have to take them both as they are very strongly bonded with each another. Lucas is about 2.5 year-old, weighing 20kg; while Lea is about 2 year-old, weighing 16.5kg. If you are interested, please leave a comment and we will get in touch with you. If you can't adopt but want to help, please do by spreading the word around. Thank you so much! :)",f64813f9e,7.0,3
1,Castor,18,307,0,1,2,5,7,2,2,3,3,3,1,1,0,41326,7f775599424043c53ea9acf74a902c91,0,"Castor is an adorable little guy. I found him at Taman Jaya park, and he was with his friend Pollux. He looks to be very recently abandoned, he came running when I called him and was very playful. A lot of licking and running around tired him out and he lay down for tons of belly rubs. He'd make a great addition to your family, pleased consider adopting him",c0de58288,3.0,1
1,Oscar,19,307,218,1,1,2,0,2,1,1,1,2,1,1,0,41326,a21af2b3cb4216618c2b512ccbce744f,0,A playful dog with lots of energy. It is unfortunate to have to let him go but my niece has recently developed Asthma and we no longer have the pleasure of keeping pets. Caged picture reason : Feeding Time.,da4da9308,3.0,4
2,Django,3,266,0,1,1,0,0,1,1,2,1,2,1,1,0,41332,c615548c8536989d6ff41c0428b59496,0,The name is Django. Very smart and playful kitten.,9c8459c74,6.0,2
1,Found Abandoned In PJ,24,195,195,1,6,7,0,1,2,3,3,1,1,1,0,41326,c76cb0ef4d1376476d823d0e77546335,0,"Alice had just rescued this pedigree Schnauzer. She said she saw a man (we presume it's the owner or maybe also a rescuer (the kind that picks up and dumps to others)?) drive up to the bus stop near the local shelter, open his car door and dump this doggie out. refer to :",e96c2483c,10.0,3
1,Scotty,4,307,0,1,2,5,0,2,1,1,1,1,1,1,200,41401,f0d495db245f6fd1771a5603511d2134,0,Scotty is a playful and friendly dog. He is full of personality. It's always a joy to have him around. Call Kin at if interested. Only genuine dog lovers will be considered. Landed property only.,ba20d5a08,1.0,4
1,~6 Snow Baby~,1,39,141,3,1,2,7,2,2,3,3,3,1,6,0,41401,b53861ec2c7cf77f8a8008dd9cb98ebf,0,"My friends dogs was gave birth about 1 month ago,the pup mother is a labrador retriver mixed!We are not sure which type of the dogs are the papa,so we find the dog breed that looks like them.There was 6 pups been gave birth at march 4...",e98e609ac,7.0,2
2,Lao Er,1,266,0,1,2,4,7,1,1,2,2,2,1,1,0,41401,b770bac0ca797cf1433c48a35d30c4cb,0,My own cat. 1 1/2 months. Healthy and active.,f2aa25dbc,3.0,2
1,Charlie Obi,48,218,0,1,2,5,7,2,3,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Charlie aka Obi was found by another rescuer, with his hair all matted up and dirty. He has been groomed, treated and neutered. He is a good watchdog but need a firm owner who has time to walk him twice a day. He knows simple command like sit. Active, adventurous and a very good watchdog. Doesn't like to be caged or tied up. Weighs 11 kgs. Best as single dog. Loves human attention and affection. Will need occasional grooming for his fur. Please call if you can give him a good home.",9397426ea,3.0,4
1,Sparky,2,307,0,1,2,7,0,1,1,3,3,3,1,1,0,41326,8d413d99d41394f70d5c590253f80f54,0,"""Sparky"" means ""Lively"".. He is one of the 5 rescued puppies(Buddy,Pixie,Twinkle and Elmo) .. Really hope all of them , including Sparky can be adopted by a loving and caring family as soon as possible.. If interested , please go forward to Mrs.Lai at , thanks :)",bd6528981,1.0,4
1,,48,307,0,2,3,0,0,2,3,1,1,1,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,"Dumped by owner when pregnant. Has Spitz mixed look. Friendly, quiet and intelligent and a good mother. Will bark when strangers come near her territory. Mother of pet PF. Joint adoption if possible, but not compulsory.",5d1fa8ddf,1.0,2
1,Buccaneer A.k.a. Bucky,2,307,0,2,1,7,0,2,1,2,1,2,1,1,100,41326,09771cded8c18d94a16a6548377410a8,0,"Buccaneer a.k.a. Bucky is an adorable female puppy that my colleagues rescued from a drain after the thunderstorm. As they are unable to keep her in an apartment, the SPCA has very kindly agreed to take Bucky in for the time being. But Bucky needs a good and loving permanent home! Will you be her new Mummy and/or Daddy? We request an adoption fee of RM (I will take her out of the SPCA once a response is received to this request based on an arrangement made with the shelter) to cover her first vaccination and as a deposit for her spaying once she reaches the age of 5 months. Please text me at or email if you are able to adopt this little cutie!",bdeeb6fe2,2.0,2
2,Christy,5,243,0,2,3,4,5,2,1,3,3,2,1,1,0,41326,044d21ef21e36ec2ebd8db7177ab22d0,0,"Founded near my house, I guess it has been abandoned by her owner...Therefore I wish I could find a good pet owner who can adopt the cat.",f90575a63,2.0,4
1,Pepperr,48,207,0,2,1,3,0,1,2,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"ONLY FOR KL RESIDENTS Pepper is a very adorable doggie. She is very active, loves going for walks and will jump straight into your arms for a hug. She is debarked by her previous owner. Very good natured and affectionate, and doesn't even try to yap. MUST BE INDOORS, no caging or tying up. She is NOT TOILET TRAINED, adopter must have the patience to train her and not throw her outdoors. Weighs about 5 kgs. Please call or email, with details about yourself and where you stay.",01f4746ef,2.0,1
1,å°ç½ãXiao Baiã,19,307,0,2,7,0,0,3,1,2,1,2,1,1,0,41326,3b074cadd2350de62dca7056b9bab6f4,1,"小白〈Xiao Bai〉has been abandoned by a cruel owner outside the house. She is Very friendly and adorable dog.. I am looking for a permanent,loving home and a responsible dog owner to adopt her. She will be a great companion. New owners must be able to provide for them with lots of love, shelter, food and medical care for the rest of their lives. Do you have the love and care to offer? Requirements for Adoption: ========================= Cost of vaccinations and neutering to be borne by adopter. Vaccinations and neutering/spaying at 6 months of age are COMPULSORY. If you are interested in adopting,kindly contact me by call or sms . Please do not submit an inquiry if you are not serious about adopting.",f8e3fabe6,13.0,2
2,Jerry,14,266,0,1,1,7,0,3,1,2,2,2,1,1,0,41401,b5343e03129ca5c24022e8d3269c30af,0,black jerry for adoption for those a interested to keep,edf6a5240,2.0,4
2,Cally,42,266,0,2,1,4,7,1,1,1,1,1,1,1,0,41326,2ebac67d1aac94488703313d85406c7f,1,"For serious & committed adopters. Adopted cat must be kept indoors Cally girl has been loitering the neighbourhood for more than 3 years now, and she pretty independent most of the time and doesn't bother much with other strays. She comes for food twice a day and goes off to rest. There are few instances that she gets picked on by other intact male tomcats and she would run for her life to get away. This time around, she wasn't that lucky and got bitten in the leg. Recently there were cases of 3 strays that have died because of poisoning. We hope that she could find a loving owner who understands cats and being a stray most of her life, she would need some time to adjust being homebound. With time, some tender loving care (TLC), all shall turn out fine and rosy. Please contact if you would like to give her a safe and loving home and be her forever family",249af4201,4.0,2
1,Beagle,24,20,0,2,1,2,7,2,1,3,3,3,1,1,0,41326,2fd43fb672b0d07825487fdb798864da,0,Docile & homesick!,61b6e170c,1.0,3
1,,2,307,0,3,1,2,7,2,1,2,1,2,1,3,0,41327,490f4d2759b2ff0383784b82fa66ce27,0,"Healty, They are about 8months old... Big little babys..",d6243bdf8,3.0,4
2,Rusco Baby,1,243,0,1,1,7,0,1,1,2,2,2,1,1,0,41345,ec0c78ffa25dae7dffdb9669b9ac9e95,0,"this is Rusco, He love taking pictures and manja :) if you are interested please call dont sms me.",d3d47c67d,1.0,4
1,Athenna,3,18,307,2,2,7,0,2,1,3,3,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,Athenna is well behave and toilet train.Suitable as family dog. Commitment to spay is compulsory. Interested to adopt pls contact Rachel,4f94e2b5a,4.0,3
1,Nadja,18,103,0,2,1,2,0,3,1,1,1,1,1,1,350,41326,37c122a1f15a45ae8ea56b0872fd6419,0,"Nadja (pronounced as Nadia) means hope in German. Nadja was rescued from a poultry farm in Klang and lived her life in a dirty enclosure for over a year. Thankfully, she is friendly, gentle, affectionate and gets along well with all dogs, even young kids. She is a lil fussy when it comes to food. She is not toilet trained yet and may even step on her own poop! Well... can you blame her? She grew up without any proper care and training! She is healthy, spayed, vaccinated, dewormed and is on tick prevention and heartworm prevention. She has done complete blood count, heartworm test and e canis test. If you are interested to adopt a sweet 'kampung' girl, kindly send us a message to describe: 1. The environment you are willing to provide him her with 2. How much time can you spend with her daily 3. Is your family supportive of the adoption 4. Are you financially capable to commit to take care of her 5. What is your experience handling dogs (if any) 6. Are you agreeable to home visit and sending updates to us every now and then after adoption Thank you for choosing to adopt. Request for PM will not be entertained. Please do not ask us to call you. If you are sincere, you would have read the full profile and contact us with all the answers requested.",94610095f,3.0,1
1,Rocky,3,307,0,1,1,3,7,2,1,2,1,2,1,1,0,41330,44e4ebe038007fbeb1edb457a56a4c98,0,"Found rocky during a heavy downpour, he was hiding under a small tree which barely has any leaves on it with his head down, nearly fell into the drain when trying to bring him in. He was treated for fever and flu and some eye infection, dewormed. Now he is all good and active. For any adopter who is interested in him, do note that he doesn't get along with other dogs even female dogs, but he is % lovable with humans. Most likely an abandoned dog. Please be tolerable to some puppy's usual behavior of biting and digging. Thank you.",a99968c35,1.0,1
1,Spot,4,307,0,1,1,7,0,2,1,1,1,2,1,1,0,41326,ee67d60fb8770bd1f1539f9516bd81ef,0,"This cute little boy together with his siblings are dumped in a high traffic entrance. If they are not picked up, they will either die being roll over by cars or dehydration because of the hot weather. He is a smart, good and fun loving pup. Pls give it a home. Do call me at for adoption",8a01ffaa7,1.0,4
1,Dixie,2,307,0,2,1,7,0,2,1,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Dixie has soft jet black fur with white chest, and her ears can come down or go upright! Very obedient, and easy to teach. Great watchdog and an easy dog to handle and manage, and makes a great house family pet. Vaccination and neutering cost to be borne by adopter. Please call if you can give her a home.",2d8db1c19,14.0,4
1,Maxy,4,307,0,1,1,2,0,2,1,2,2,2,1,1,0,41326,88a21c30883ab70a93e09035e0a9a754,0,Short legged and long-bodied Maxy is a cheerful 4 month old Daschund Mix. He is now looking for a forever home. Adoption requirement : a) Maxy must be neutered when he reached maturity. b) Adopter must be an animal lover and preferably have experience in handling dog c) No long hour of caging or tied on leash d) Provide necessary medical attention. We welcome potential adopter to view Maxy before deciding.,72c38b9ab,2.0,1
1,,24,307,307,2,2,7,0,2,2,1,1,1,1,1,0,41326,83b6f545366f9c40b4f3f797435e0b3f,0,"Rescue for adoption , a very sweet, medium long fur and beautiful 2 year old girl. Knows the ""SIT"" command. Hyper, super friendly.vaccinated, heart worm tested - negative, Spayed & sponsored by myanimalcare.will be a very good companion and watch dog. To view or adopt, please go to : Klinik Mayo Veterinar (Look for Dr Khor) No11A, Jalan USJ 10/1G, UEP Subang Jaya, Selangor. Tel: Business hours :- Mon - Thursday am - 8.30pm Friday - Saturday am - 6.00m",bd0c6dcb3,10.0,3
2,1 Month Old Kittens,1,299,0,3,1,2,7,1,1,2,2,2,1,4,0,41326,ca82c58bc429058e32858399e9019d35,0,"One month old kittens to be given away! They are very cute, playful and active. These 4 kittens were found nearby my house area. Can eat solid food and toilet trained. Kindly contact me ASAP via SMS or whatsapp for who are interested. I will contact you as soon as I can.",81e692e30,2.0,1
1,Lab Mix Puppies,2,141,307,2,5,0,0,2,2,1,1,2,1,6,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,No caging or tying for long hours. Tying or caging is acceptable only for precautionary purposes. Commitment to spay is compulsory. Interested to adopt pls call or sms me.,ab7ccc7df,11.0,1
1,Found In Puchong,54,205,0,1,6,7,0,1,2,3,3,2,3,1,0,41401,473aaebc85baff8bf83d246fc47b4455,0,"A male Shih Tzu (approximately 4-5 years old, Gray & White color) was rescued in Puchong last week from a group of foreigner. Injury to the left eye and was removed due to the seriousness and from infection. The boy is now being temporary fostered in a home at Taman Tun Dr.Ismail.",04f8947f3,5.0,2
2,Pablo,4,299,266,1,4,7,0,1,1,2,2,3,1,1,150,41401,8137a61fd11614a441872cff9dd80c7e,0,"Loves people, really good with kids, easy to bath.",d1f4e3174,4.0,3
1,Elbi,2,307,307,2,5,0,0,3,1,3,3,3,1,1,0,41336,e9a86209c54f589ba72c345364cf01aa,0,I'm looking for people to adopt my dog,e4b90955c,4.0,4
1,Timmy,4,307,0,1,1,0,0,2,1,1,1,2,1,1,0,41336,1e0e671c2c19f7236151c4d86013deff,0,4 month old healthy black mongrel for adoption.,413489a34,2.0,2
2,,2,299,0,3,4,6,7,1,2,2,2,2,1,2,0,41326,b1418cc716f9981213dfe9d023acc8c1,1,Kittens up for adoption. Age 2 months old. Potty trained and complete weaned-off from mother car. Mother cat is a domestic long-haired breed. Kittens are all on solid food.,260f532b1,2.0,2
1,Sophie,3,307,0,2,2,7,0,2,1,1,1,2,1,1,50,41326,365de0555b7bfb8f4b6d0bdddf76c72a,0,"Sophie is a Female puppy about 2.5 months old looking for a loving home. She is a friendly puppy, who will follow you around while giving you puppy eyes look. She have been Vaccinated & Dewormed. Her siblings and her were rescue from a factory which the mother dog gave birth at. *Conditions for adoption: -Adopter need to have landed property with enough space for the puppy to move about. No excessive tying and caging. -Adopter shall not let adopted puppy wander/free roaming of neighborhood without supervision -Adopter shall be responsible to provide medical care and vaccination -Adopter shall be responsible to spay the puppy when they reach 6 - 8 months old to prevent unwanted litters -If adopter is a student and staying with his family, please ensure to have entire family's mutual agreement -Monthly updates (preferably with photos) of the puppy for the first few months will be greatly appreciated If you are interested to adopt please contact me through whatsapp or sms at (Yong) Adopting a puppy is a 10 to 15 years commitment, please be sure of your decision to commit.",f7675eb96,2.0,1
2,Cik Tom,2,266,0,2,1,7,0,2,1,2,3,2,1,1,0,41401,924cf7e0e4b1ecb0b612e9a477da6966,0,sy jumpa cik tom yg baru je dibuang. i'm urgent looking adopter for this kitten. as i'm gonna leave kl for long soon...,75135cca9,1.0,2
1,Milo,7,307,109,1,2,3,0,2,2,1,1,1,1,1,0,41330,530f57b53cb3199e1d5e67733ddc0876,0,"With his beautiful golden fur, Milo is a very sweet and trusting young kid; despite his harsh life, he is always cheerful, unaware of the danger of living a stray life. Milo and his brother Coffee are seen living a harsh life at a local food court. They were abandoned there when they were pups, despite not getting enough food, they are always being beaten by the food court staff, they stayed on, as that is the only place they know. Young Milo is extremely trusting and friendly like any pups should. Milo is neutered, vaccinated, deticked and dewormed. However, due to shortage of place to keep them, Milo and his brother had to be released to the food court after visit to the vet. The heavy traffic and unfriendly human around is not a safe place for these sweet pups. Please, give Milo a true home he deserves before it's too late... If you are able to help by adopting or fostering, please contact Sandy via whatsapp / sms / phone The brothers are very close, while single adoption are welcome, if you can keep both of them would be much appreciated :)",854319675,7.0,3
1,Candee,27,76,0,2,1,7,0,3,1,1,1,2,1,1,100,41326,99c608c0633d9814487d6c682ddae78e,0,Candy was found on 24 November at Kelana Jaya one fine morning. She was walking aimlessly along the bus stop and was nearly knocked down by cars plying along the SS7/2. Dog appeared dehydated and seemed to be wihtout food for probably a week. Dog is now boarded at a clinic and was found having heartworm Stage 1. As to date dog is now undergoing treatment and needs to go to a good home once treatment is completed. Has good temparent and is well behaved. good guard dog.,8a7860ee2,1.0,4
1,Rusty,3,307,0,2,2,0,0,2,1,3,3,2,1,1,0,41326,eec2c55d1c5294f3fbc8089e3758d857,0,Rusty is a friendly and cheerful female puppy. She needs a home because I will travel overseas frequently.,fca85f778,2.0,3
1,Bella,4,307,0,2,2,0,0,3,2,3,3,2,1,1,0,41326,be3b1a04f4f8945e775519d458d2173d,0,"somebody left her in front of my door step when she was 2 week old, so i decided to take care of her. now she 4 months old, very active & love to the owner, toilet trained, friendly, never bark for unecessary, very good dog for guard house & family. i put her on cage everyday, let she out from cage twice a day, morning & night for poo & pee, she never poo & pee in the cage or floor she always find grass or place far away from house to poo & pee. i love her so much, but i stay at hostel they dun allowed dog in the hostel :( today is my last day with BELLA :( i will reward RM50 cash for those who willing to adopt my dog. i will give all related my dog : big cage, kibbles, canned food, vitamin, shampoo, bone snack, etc pls contact me ASAP for collect the dog my location at Bt.14 Hulu Langat will upload clearer pic later",f6575f08d,2.0,4
1,Unknown,7,44,0,2,2,0,0,2,1,3,3,3,1,1,0,41326,4242822660badf0613cc64da3eddd365,0,Very friendly puppy....Kindly need anyone out there to adopt ASAP!!,4f34d790b,2.0,4
1,"Rufus, Tito & Shelby",1,307,0,3,1,2,7,2,1,1,1,2,1,3,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"This lovely trio of 2 male and a female pup were born July 1 and need a loving home. Their mother is a rescued spitz cross, and their dad a handsome white and brown mixed breed. Rufus is charcoal brown and the furriest of the lot. His brother Tito has a light mocha colored coat with a prominent black mouth. Sister Shelby is white with brown and black patches. Adopter must vaccinate and spay them. Tito weighs 3.3 kgs, Rufus 3.1 and Shelby 2.8.",dc371c173,29.0,3
