Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,Description,PetID,PhotoAmt,AdoptionSpeed
1,,3,78,307,2,1,2,5,2,1,1,1,1,1,1,8,41401,38d6ee41303299d32c1e22d597ee6e2e,0,"Pretty Wawa is rescued when she was only a month old and has since been fostered and she is about three months plus old as of now (June ). She is the smallest of her pack and while her other siblings have been adopted away, the potential family who booked her cancelled at the last minute and she is left ownerless and unclaimed at the fosterer's house now. She is named Pretty Wawa for her beautiful coat/fur and look. Smart and intelligent she learns new commands fast and adapts well with routine. She has been spayed so she won't give much trouble for the monthly mess and also won't give birth to unwanted pups in the future. Please give Pretty Wawa a forever home.",6b7be833c,5.0,0
1,,1,307,0,2,1,2,0,1,2,2,2,2,1,2,0,41326,7f5cd81ce8138118c3e8b9984c769c58,0,Found these two female puppies by the side of the road. A third pup had been run over :( I think they are around a month old.They are both very sweet and will make great pets. Both have healthy appetites. To whoever adopts them we're happy to pay for vaccinations now and neutering in 6 months time.,35225eb67,4.0,4
2,,0,265,0,3,1,2,7,1,1,2,2,2,1,3,0,41401,abf16fb6fb4fb05c41e6f194c4f917f4,0,"I rescued the pets in my condo. Three little kittens , two female and one male. I am looking for someone to adopt all three together.",6f63c5c04,0.0,4
2,Ying Ying,36,299,0,2,2,0,0,2,1,1,1,1,1,1,0,41401,930a31cee18dfc2911633da8668a0e3b,0,"This little one was dumped at the wet market together with her mummy and 3 other siblings. But one of her sibling had already gone missing, the other two died of unknown reason. Mummy cat was sent in for spaying months ago. I brought this little to board at the vet with the mummy cat. Unfortunately, after spaying the mummy cat refused to let the baby went near her. She hissed at the baby. Even after post-op, when releasing both of them back to the wet market, she won't let the baby follow her. She seemed like going to hurt this little one. It seemed there was only one thing to do, so she was brought to the fosterer while looking for a good home for her. This little one is 3 yrs old now, had been deflead, dewormed, vaccinated and spayed. Interested pls contact Veron at. Terms and conditions apply.",5027f31e5,6.0,4
2,Leona,2,265,0,2,1,0,0,2,2,2,2,2,1,1,0,41326,93135c99bd79564288a9554aef595282,0,"Rare full black kitten with medium length fur, active and playful. A perfect companion for families or individuals. Interested please Whatsapp or call.",85a12f70c,1.0,2
1,Vader,8,307,0,1,1,0,0,2,1,1,1,1,1,1,0,41326,5353488c3d8f421e0b18e96eebe4e39f,0,Darth Vader was dumped at the road side by his owner. He has a very clam nature BUT he is a very good guard dog as he is very very alert. Vet says he is small breed max 10kg,f82aa539c,3.0,4
2,Ginger Marble - Found In Kinrara,24,247,0,1,2,3,4,2,2,3,3,3,1,1,0,41401,2b8d3b6262aca19fa4270eedaf009f06,0,"Hi, I found this cat in Kinrara. I think it used to be someone's pet, it seems lost, & scared of people. I've been feeding it for a few days now. Let me know if this is your cat. Thanks, God bless!",e27adf529,1.0,4
1,JoJo,72,83,0,1,1,0,0,2,2,1,1,3,2,1,0,41326,95481e953f8aed9ec3d16fc4509537e8,0,"Jo Jo, a black Cocker was abandoned by irresponsible owners a week ago. He was left outside an apartment and he was whining in the rain and cold. Jo Jo is very sweet and friendly. JoJo must have had owners the last couple of years of his life and when he was of no use, just abandoned like that. Does JoJO deserve such a faith? Dogs are loving and how do we judge mankind? If you feel in your hearts that JoJo must spend the last years of his life in comfort, please give him a home. Its not his fault he was born a dog",249540f2d,2.0,2
1,Le Le,6,179,0,1,2,0,0,1,1,1,3,2,1,1,200,41327,c4b34f25d56d0e9b3cbbbff737f57bcb,0,active and like to be hug Please contact for adopt,240ddd506,2.0,2
1,Foxy,72,78,0,2,1,2,0,3,1,1,1,1,1,1,0,41326,d480029d08201b650abcef86ff3b5344,0,"Dog’s character : Very sweet dog who doesn’t bite cos of show dog lineage thus although she may look formidable due to being a dobermann, she cannot be a guard dog; Foxy will be a good companion for walks, runs, chitchats… Background Reason I gave her away in : I went to work in Swinburne, Kuching, when my husband had to set up a business base there; quarantine wld be 6 mths to get a dog from West to East M’sia! Also, I know I won’t be more than 3 or 4 yrs in Kuching. Reason the Subang owner wants to return her to me now: She has just given birth to her 2nd child & can’t cope with 2 dogs (one a fierce miniature dobermann & the other is Foxy) Reason I can’t take her back: I’m living in a condo apt now",cfd4c95d9,2.0,2
1,Coffee,10,307,0,1,1,2,0,3,1,3,3,3,2,1,0,41330,26f729958d281e49b456b20fd5685493,0,"Coffee, 9 months old Doberman mix. Male. 2 months ago,a friend of mine asked me to foster Coffee for him. But until now he did not want to take him back. Actually i don't mind keeping him but the problem is i can only keep him in my farm, n that is a place with full of insects n flees. Now Coffee is scratching himself day n night of itchiness as u can see from the photo below that he scratched himself so hard til some of his fur drop off. I pity him so much so i decided to let him go to someone who has a better home for him. Coffee just recovered from a food poisoning sickness n some wound of scratches. Please SMS before call.",ac4c28677,5.0,4
1,AiAi,2,224,307,2,1,2,0,2,1,2,2,2,1,1,0,41401,88da1210e021a5cf43480b074778f3bc,0,Urgent adoption please. She born on 12 April . I really hope the animal lovers can adopt her.,1b3492bde,4.0,3
1,Adorable Pups For Adoption,2,307,307,3,1,2,7,2,2,1,1,2,1,4,100,41326,ffd648ffe5e574b912fcb92a8e0d5520,0,Hi my pet sparky gave birth to 9 puppies and it's impossible to maintain all of them even tho I wish I could keep them they deserve a more loving home so any animal lovers out there plz contact me asap on WhatsApp or call me at my no thank you for adopting only 4 left at the moment,d08b5b163,14.0,3
1,Mummy,36,155,155,2,4,7,0,2,2,2,1,2,1,1,0,41401,8eea2aaadbfd3e42337c519d9280dcca,0,"I met Mummy in an organic farm.She is a tailless dog. She bred 4 puppies n the farm throws her away. We rescued her n her puppies.She is a lovely, active and familiar with human dog. Sometime she likes to play some trick with other dogs and make me feel so funny.（remind:I do not know what is the breed of mummy, i think she is a hybrid dog ）",b4475834d,3.0,2
2,,1,266,0,3,1,2,7,2,1,2,2,2,1,4,0,41326,48e17e068f22b23ed5d3ee3638a7cc51,0,"A rescued stray cat gave birth to these beautiful kittens. They are healthy, cute and obedient.",de92761ef,4.0,1
1,Spoty,2,307,103,2,1,2,7,2,2,1,1,1,1,1,10,41326,33b1f399cd97a176468d683cc717e7ea,0,Friendly and pampered female puppy looking for a beautiful home,f41112ee1,2.0,2
2,Opot,3,266,0,1,1,7,0,1,1,2,1,2,1,1,50,41326,0d8b46656bf122bb46d643805f1a2a46,1,"I'm helping my friend to adopt her kitten. Please contact her if interested. Looking for a very super kind-heart that able to keep him safe and loved. ""I adopted this cat for couple of month. I worked in KL in a mean time. But now i moved to Shah Alam with new job. My new apartment owner unfortunately won't allow any pet in their house even i keep it clean. He has been dewormed but yet to vaccine. He is so active, playful, lovable, litter-trained and cute that he could cheer up your day. It is so sad to give away such a lovely boy. i love her so much. These are his pic and you might take a look at him playin with his own tail. Please help me. There's a fee RM for adopting Opot since i want a very serious future owner who will appreciate Opot coz normally people will not appreciate free things. You can contact me at : (Ms.Ai)",7c4b2e0c0,3.0,2
2,Dan Dan,36,266,0,2,2,4,7,2,1,1,1,1,1,1,0,41401,930a31cee18dfc2911633da8668a0e3b,0,"She was rescued from the wet market with right eye badly infected. Bring her to spayed and treated her eye, but vet said her right eye was so badly infected and can't be cure anymore. If anyone would like to give this one eye beauty a loving home, please pm me or WhatsApp me at. Thank you very much!",de67abe0b,5.0,4
1,Dalmation,2,76,76,3,1,2,7,1,2,1,3,3,1,5,0,41326,16e5a100c3e0b30f933af3fe9ffdfbf0,0,The puppies are so cute and playful Please contact : Miss Ranji,79b514f79,1.0,0
1,!,1,307,307,3,1,2,3,1,1,2,2,2,1,5,0,41401,e500a475c423a25187c41d51e3ca8178,0,5 male / female mix breed 1 month old puppies to be adopted urgently as I have already have 2 adult dogs with me. Call me at. Thank you.,ac495f25b,1.0,2
2,Nichi,3,266,285,1,4,7,0,3,2,1,1,2,1,1,0,41401,45a3bd0da8da7ca51449f1c4067bff34,0,Most Healthy amongst his siblings... actually overweight...lol!,bb7dfc592,1.0,1
2,Mishka,2,266,0,2,1,4,7,1,1,2,1,3,1,1,0,41327,550e496b62e645bffa3dd9c147ba264c,0,Cat for adoption,1a4464471,5.0,2
1,Coco,1,307,0,2,2,0,0,2,1,2,1,2,1,1,0,41332,a2f94a28c652a1f53602a66e91ed399f,0,"Rescued puppy for adoption. Puppy for free adoption! A puppy has been put into a bucket by my neighbour to be discarded! 😈😈😈😈😈 If you are looking for a dog, Coco is the one! Coco can be your good family dog and loyal guardian. 1. Does not require grooming and expensive dog food. 2. No fear of being stolen 3. Coco is well known as the best and loyal watch dog to look after your house. If you are looking to keep a dog, or know anyone who wants to have a dog, or if you have orchard that need a watch dog, please contact me. Free delivery to Seremban, Rantau and Port Dickson area ",ccd14639f,2.0,3
1,,7,307,0,2,2,0,0,2,1,2,1,1,1,1,0,41326,e9a873b4e5df667fc60813a6a911189f,0,"This little girl is up for adoption! She is a stray that has been roaming my neighborhood for a while now. She’s SUPER ACTIVE, loving and loves to play. She can be a little bit shy at first, but warms up VERY quickly. She is affectionate and loves belly rubs . She gets on well with people & other dogs and would make a wonderful addition to a family. Am very sure she would be a loving, loyal family member. Location – Shah Alam,Setia Alam Health: Dewormed and Spayed. We are looking for serious adopters ONLY who can give her a loving home that she deserves. Below are our terms and conditions : 1. For genuine animal lovers only 2. The adopter must agree to keep in touch with fosterer and give periodic updates ( photos and/or videos). The adopted must also allow home visit with appointment. 3. The adopter agrees to notify fosterer of any change in address or phone number. 4. The adopter is NOT allowed to Transfer ownership unless approved from by fosterer . The adoptions is subject to an interview . If interested kindly contact or Whatapps to",74d40e344,5.0,2
1,Rexyy,2,307,117,1,1,2,7,2,1,1,1,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Rexy and his sister Roxy are two adorable siblings. Their coat is a very unique brindle color. Active, healthy and playful. They were given their first vaccination today. Adopter must continue vaccination and neutering is compulsory, cost to be borne by adopter. Please call if you can give them a good home.",f77a10b5f,7.0,2
1,Yuan Yuan,3,307,0,2,2,7,0,2,1,2,1,2,1,1,0,41326,7c79eac98a8048b4e5d87917d33582a1,0,3 months old Active mix breed female puppy Free adoption Medium sized when fully grown Please contact through SMS or call No whatsapp,62d09ac7c,2.0,3
2,Luna,3,264,0,2,1,2,0,2,3,2,2,2,1,1,100,41326,f2fadb15e3785679ac1a7d4f11ac097d,0,She is deep brown tabby domestic longhair. Very sweet baby. Interested please WhatsApp me.Tq,0dd5c500a,3.0,2
1,"Sweeti, Kimberly, Julian, Gordon, Ramsey",11,307,141,3,1,2,5,2,1,3,3,3,1,5,0,41327,cccb18b8f8b81862f9a1ebc65d651d22,0,"These puppies were rescued and are now in a run down shelter, one has been bitten already but recovering well. They really need a home, they are so cute. Update They are about 4 months old now,",db044e38b,7.0,4
2,Jiggi,12,266,0,1,1,2,7,2,1,2,2,2,1,1,100,41326,8c60a00d04e44c997926a3580fd3775f,0,URGENT ADOPTION NEEDS A CARING HOME TO BE LOVED PRICE CAN BE NEGO TO 50 IF I AM SURE THAT THE CAT HAS A LOVING OWNER,d4af42055,3.0,4
2,White Cream,9,266,0,1,5,7,0,1,1,2,2,2,1,1,0,41326,833bb8d50b616c700e9806d0e0a61626,0,"A handsome, super loving, creamy young cat ready to be adopted to a loving family.",1c128e02a,2.0,4
1,Junior & Abang,24,218,58,1,1,2,7,2,3,1,1,1,1,2,200,41401,0281939e9b9226c78bc02be92b86728f,0,Owner moving back to sabah cant bring them together because of some reason.Junior and Abang has to be adopt together as they grew up together and very close..potiental adopter will undergo few question to make sure this two found their new home..PM for further info..,7c9fdd0ca,1.0,4
1,Mimo,2,307,0,2,1,7,0,2,2,1,1,1,1,1,150,41401,9238e4f44c71a75282e62f7136c6b240,0,"For serious adopter, please directly contact or sms me for more details, thanks!",6c5a7a1ef,13.0,4
1,Diana,1,141,0,2,1,4,7,2,1,2,2,2,1,1,0,41325,3550120cf55a324cad448403189d511b,0,An awesome dog!,2204729ca,1.0,1
2,Oyen,2,266,0,2,3,0,0,1,1,2,1,2,1,1,0,41326,a889a765a2f15aa5cae05f775347d1d5,0,rescue her from 2 weeks years old...have 4 siblings ready to let go to somebody really love cat.. Diet : EQ n home made wet food interested : (puchong),2ffddd303,1.0,2
1,Yimmy,6,205,167,1,2,7,0,2,2,1,2,2,1,1,0,41401,192872868951d0b9a84e6ae55b87e2d6,0,please email me if you are interested to adopt yimmy...,afe9d7dca,9.0,3
2,Dido,2,266,0,2,6,7,0,1,1,2,2,2,1,1,50,41326,45a37134dca131caaecd98957eb3d123,0,Adoption is FREE! She then named him Loky. She did not update about this kitten until today not even once. Her reason is she's been busy.,9514ed3eb,4.0,3
2,Sandy  *spayed*,5,299,0,2,2,0,0,2,1,2,2,1,1,1,0,41401,6ac4171715e5fc1d69131b86a9bec346,0,"Sandy has a nice smooth ticked tabby coat with a distinctive marking on her head. She's very alert and curious. Gets along with other cats. Looking for responsible cat lovers. PS: She's at my neighbour's house now but feel free to contact me if you can give her a loving home. Thank you. Please see my other pets, thank you.",5d225055d,5.0,3
2,Little Baby,1,264,264,1,1,7,0,1,3,2,2,2,1,1,0,41326,1e0b5a458b5b77f5af581d57ebf570b3,0,"please help me rescue this little baby..he's about 2 weeks old and still breast feed. i found this poor little baby in front of groceries shop alone. may be he was abandoned by his mother. i bring him back and try to feed him with babies' food and milk from the bottle..he can eat all that but still he needs mother's milk.. i hope there is someone out there who have female cat who just deliver babies please help me or anyone who interested to adopt him can call me ASAP because i'ts very pity watching him looking for his mother everyday. thats why i bring him home with intention to give him a better life. i cannot take care of him because i'm working and i have nobody who can take care of him while i'm working (because baby cat need more care and attention). for the time being i only feeds him after i got back from work and sometimes if i come home late he's very hungry. its hurt watching him like that. so, i begging for anyone kind hearted viewers out there who willingly to take care of him please contact me..",bc9c5a76d,7.0,2
1,No Names Yet,2,218,307,2,2,5,7,3,2,1,1,2,1,1,0,41326,a3c9eaf175dbfa537ee9f1ccc68aa5d1,0,We rescued the mother not knowing of her pregnancy. She delivered a litter of 8 seven weeks ago. 3 white/cream n 2 brown. They have been vaccinated (1st dose n dewormed) mother is a terrier and father unknown. We are looking for loving homes for these adorable pups as we can't keep them due to space constraint and local town council rules. They are toilet trained ( in the garden).,49c5dbda7,6.0,1
2,Seremban Cuties,2,266,0,3,2,6,7,2,1,2,2,2,1,2,0,41332,c19fc47db363e9ac131d0ecbf25b9839,0,Two extremely cute kittens dumped behind our shop in Seremban 2. No idea of gender. Currently being looked after by the shopkeepers around the area as I can't take them home because no more space (7 cats in the house already). Please whatsapp me if interested.,029469d58,3.0,2
2,Varjak The Paw,2,266,0,1,1,6,7,2,1,2,2,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,Keiko is a miracle kitten. He was rescued just a few days after New Year when a friend saw him being run over by a vehicle but he survived. He was very fierce and scared at first but has warmed up now. Still timid but likes being petted. Very active and loves to play. Adopter must spay and vaccinate her. Call if interested.,24357b578,6.0,3
2,Mama Dani,18,264,264,2,2,6,7,3,3,2,1,2,1,1,50,41326,58daf3e7ad33d15f8d5a24c209c290f4,0,LOCATION : KAJANG BREED : DLH (EKOR KEMBANG) Had been given frontline and dewormed recently. Exactly looks like a MAINE-COON breed but she is a mix-breed. Toilet train and come in very clean behaviour and nature. Feed on PREMIUM CAT FOOD (Blackwood only). 1. Adorable and photogenic look 2. Eat well and very healthy 3. Heavy in weight (~4kg) 4. 1.5 years old,5357633c0,5.0,3
2,Oreo,17,266,0,2,4,7,0,2,1,3,3,2,1,1,0,41401,67121e43bf98b4757d1f5e8cab51788a,0,"Hi, this is a cat whose owner has to let her go as he is ill and has to take care of an ill wife. The cat is easy to take care and loves people.",dd3856456,1.0,4
2,ç®è ï¼pi Dan),10,299,0,1,4,7,0,2,1,1,1,1,1,1,0,41332,311ddba9a57f3d1e1e0ab08f938552f2,0,"Character : harmless, friendly ,sometimes like manja, cleaness, know recognize his name.. Hobbies : like people brush his fur, like people sayang his head, like to go out play~ Very cutey cat, we are not wiling to leave him actually, but because me and my husband need to move to singapore working soon... We are fully hope to find someone who really interested and caring this cat. We will move before chinese new year (Feb ), anyone who interested, please do not hesitate contact me.",60bbc32b6,6.0,4
2,Kcik,2,266,0,2,2,0,0,1,2,2,2,2,1,1,0,41330,0666207a1f810314815492119dec73ff,0,"Location :ipoh,perak COLOUR : kelabu MALE OR FEMALE : female AGE : 2 month mnta maaf gmba x clear tgah stdi byk sgt kucing..xmampu ..sape nak pm me pliz",469e709ba,1.0,4
1,Puppy Brownie,2,307,0,1,2,0,0,2,1,2,1,2,1,1,90,41326,135e2318498af3d14b6a5edd30e5af70,0,"Mixed Breed 21/2 Months Dewormed & Healthy Cute & Smart, Obedient Adoption Fee : RM90",534104c8e,1.0,3
1,Princess Hazel In Kulim,3,307,0,2,2,5,0,2,2,2,1,2,1,1,0,41325,5b713a4d7902d3e516f80a0761afc403,0,This little princess is very sweet. If you are looking for a good companion for a child....she will be great. She is quiet and loves to be with ppl then other dogs. The pup is in kulim but can be transported to penang.,350208e1a,1.0,2
1,Cassie,2,179,195,2,2,0,0,1,1,2,2,2,1,1,500,41326,7a22a977b447e38f94017409294d1932,0,Schnoodle puppy for adoption. Adoption fees RM required as below: 1. RM (non refundable) to cover food& medical expenses. 2. RM (refundable) as deposit and will be refunded to adopter after the dog has been neutered. Term & condition applied. Adopter must sign pet adoption's agreement. Serious adopter only.,1bb6183eb,2.0,1
2,Bruno,23,266,0,1,1,7,0,3,1,1,1,2,1,1,200,41326,d58457523e29e56615d405d36735ac20,0,"For adoption or further enquiries, please kindly contact : • Through petfinder.my • Through our Facebook page: ( ) • Through email: lohicr. ---------------------------------------------------------- Information of the feline Name : Bruno. Gender: Male. Breed : Domestic Short Hair. Date of Birth: Approximately January Adoption fee: RM (NEGOTIABLE) Spayed/Neutered: On Schedule. Dewormed : 1) 17th September 2) Vaccination : 1) 17th September 2) Fed on (after rescued) : • Blackwood Adult & Feline Caviar (currently) • Monge Can Food (once a week / festive day) • Vitamin (daily; 1st 30 days) (follow by once a week) • Vetri DMG (daily; 1st 30 days) (follow by once a week) • Evening Primrose Oil (daily; 1st 30 days) (follow by once a week) ___________________________________________ Feline’s history ___________________________________________ Condition for adoption • Adopters need to fill in a questionnaire from us. • Feline MUST be kept indoors ONLY. • To be fed strictly on PREMIUM/SUPER PREMIUM FOOD only (Blackwood or IAMS, etc.) Strictly NO low-cost food (Whiskas, Friskies, Tesco brands or etc.) as this category of food will cause their health to deteriorate in the long term causing them nothing but pain. • Up-to-date vaccination to be done monthly/ annually to protect the feline against diseases. • To be treated by a vet whenever unwell /injured. • To apply “SPOT-ON” medication monthly to protect against ticks/fleas/ear mites/stomach worms/heartworms. • Updates (pictures/video) on the feline from time to time either via email / whatsapp / house visit. *Adopters is also required to provide us your valid contact number, alternate contact number and also house address, etc. • If at ANY point of time you do not wish to continue to care for the feline, please return them to us and NOT abandon them on the streets. Or, if you have found a new home for the feline, please let us know the details of the new home that you have found before you give the feline over. • We would prefer to have the feline sent over to adopters place after successful adoption agreed. ______________________________________________________ Adopters will be given • Vaccination card • Medical records of the feline from the day rescued ______________________________________________________ Purpose of adoption fee • Includes: - spaying/neutering fee (RM ) - 2 vaccinations (RM 35/each) - medical bills when we first rescued the feline. • To allow us to continue our rescue efforts and to help cover the medical and food cost. • To ensure that the feline are spayed/neutered and not used for breeding purposes. **Adopters can bring the feline back to us and be spayed/neutered by our panel veterinary clinic (which the receipt will be shown) when the feline completes all the necessary vaccinations. OR If adopters would like to bring the feline to be spayed/neutered at your own preferred veterinary clinic, you just have to show us the receipt to prove that surgery has been done and we will refund the spaying/neutering fee to you. ____________________________________________ Other remarks If you are interested in giving a home to these lovely felines, kindly contact the above. But before that please do consider the responsibilities of being an owner and decide only after serious consideration. There is no point in wanting these kitties out of impulse and then deciding to abandon or give them away later. Animals have feelings too and the right thing to do is to treat them as a part of the family and not just as a pet. Together we can make this world a better place for all living things and help save lives. Interested parties please contact us by Text/ Whatsapp/ Call / Facebook Private message / Email, and you will need to fill out an Adoption form for us. Any details about yourselves and *your experience with cats will be greatly appreciated. *Please don’t let this put you off as we did not have any prior experience with cats either. It is something that can be learnt gradually over time and it will evolve into a wonderful two way relationship. The important thing is to look at them as a part of our loved ones and not just another animal. Where there is love, relationship and trust will grow. Please help us to continue helping other abandoned and stray animals.",477456925,3.0,3
1,Boy,2,307,0,1,2,0,0,2,1,2,2,2,1,1,0,41326,3349701f3e02334620e178b088da4759,0,"the mother currently being fed by my neighbour.At first,she give birth for 7 pups but now left 4 pups and 3 pups missing. This is one of them which are much attached and dominant to his mum. Very cute and friendly.",1a12e3633,1.0,2
1,"D15(041116) Clever,Small Sized",22,307,0,2,2,3,5,1,1,1,1,2,1,1,80,41326,d372aa7115ee3c2e5e4796462dec984b,0,"ready for adoption Dominant character, very clever, energetic Suitable as guard dog and companion dog dominant personality. DOB: November Vaccinated & dewormed 6. Please visit her at PAWS, PJ. Fb Page: Adoption Page - PAWS PJ",37fadf608,3.0,4
1,Shih Tzu,2,205,0,3,1,2,7,1,3,2,2,2,1,3,250,41401,a08f5af3e2a96571966fdb761b3b6af6,0,"Hi guy, i have 3 shih tzu putting for adoption.. 2 female one male... interested pl gv me a call... ASAP",879c40dfa,5.0,1
1,..,1,307,307,3,1,2,3,1,1,2,2,2,1,5,0,41401,e500a475c423a25187c41d51e3ca8178,0,5 mix breed 1 month old puppies (3 male/2 female) to be adopted urgently as I have already have 2 adult dogs with me. Call me at. Thank you.,ad6e56af2,3.0,2
1,Milo,2,307,0,2,2,7,0,2,1,1,1,2,1,1,0,41326,9e3b808d57ad82746a47e268569122c9,3,"Update: Just to clear the doubts, Milo is a MIXED breed. I believe that she was born by a mother of jack russell breed but I can't confirm. Many called in to ask if she is a PURE breed, but sad to say that she is what she is. Whether a pure breed or not, it is still going to be a very good companion dog anyway. She is going thru house training where it is trained to pee/poo on a same spot (old news paper) and not to bite anything that comes into her way (a dog's nature). She is very playful and human friendly. She will definitely loves you with everything she has got if you treat her with love. This one I can guarantee! She is suitable to be kept as a house pet rather than a guard dog (tied up just to guard the house). I believe every single animal on earth deserves to live with freedom, no body likes to be locked up. Those who respect life, loves dog and able to provide love instead of just food and shelter are welcome to adopt Milo. Thanks :) -------------------------------------------------- Rescued from somewhere near my house at Balakong. Found a total of 6 of them yesterday when I drove pass the area. 4 of them felt into a drain and were soaking wet. Me and my wife quickly take them out and found that they were abandoned by a irresponsible owner. They all inherited this jack russell's look leading me to think that they are all from a jack russell mother. Both of them with brown patches around their heads and fully white body. 4 of them were adopted by my neighbours and now left with 2. They are urgently in need of a home as we are only able to foster them until July as we will be away for few weeks for an oversea trip. Besides that, we have got 4 dogs already at home, could not afford to keep another 2 in. I hope some of you dog lovers out there can provide a home for these 2 lovely puppies. They are very healthy and ready to be rehomed. We bought them for first vaccination today and from the guess of the vet, they should be around 1-2 months old. Perfect for someone who is looking for a young puppy where you can start to build the relationship and bonding with them. They are both very active and playful. You may refer to the attached videos :). Thank you very much!",8f1bdc253,2.0,2
2,Calico Girl,3,265,0,2,1,3,7,1,2,2,1,2,1,1,0,41327,fd970cc91d06d82eebf046340137b272,0,"I found her in a drain at Bayan Lepas area..interested please call me../ Address: One Petz 2-1-20 One Square, Tingkat Mahsuri 1, Bayan Lepas, Penang. Adopters must vaccinate,spay and keep kitten indoors.. Thax u!!!",13757a086,4.0,3
2,"Black, Wacky, Bieno & E.T",1,265,0,3,1,2,4,1,2,2,2,2,1,4,0,41326,55f43a91bf4b1564272b2bba7de74273,0,Keeping 4 healthy kittens waiting for adoption. very active.,efbe1f3ef,6.0,2
1,Mr. Xiao Hei,3,307,307,1,1,0,0,2,1,2,1,2,1,1,0,41336,dae703601635e7b448292724427b628d,0,Puppies looking for responsible owner who will give them a good home. Please contact Jin at,8d1dce21f,3.0,1
1,BB,1,307,307,2,3,5,0,1,2,2,2,2,1,3,0,41330,9275ea01e31e6f406a0662bfeae734dd,0,puppies for adopt,11b9089f7,4.0,4
1,Pepper (Maltipoo),6,179,147,2,1,2,7,1,1,1,1,3,1,1,600,41326,da4c6d00911c1efc0b6297341049ba46,0,"Her name is pepper she is about 6 months old. I wish for her to go to a nice home where someone would care for her. I could not care for her because I will be going to Sarawak and my family have a baby to take care of at home. She comes together with everything else we own for her which are: 2 packs of dog food 2 pairs of clothes a pee pan for her to pee and poop on pee pads medical certificate nail clipper hair shaver and many other things which I can't think of at the moment. I am giving her away for a fee for which includes everything she has done so far including her vaccinations which is worth up to ringgit. She has done all 3 vaccinations and have fininshed her medications for heart worm which lasted for 6 months. She's an active happy puppy who loves the outdoors. She's quite scared of other dogs but once she's slowly introduced to them she get excited playing with them. She got along with my female german shepherd very well. She's indoor self trained pup. The moment we brought her in we see where she usually does her business and from there we put her pee pad or pee pan and she continuously goes back to the same place. Smart dog knows simple commands (sit, paw, down) Usually only when there's food around. She love her naps and usually sleeps facing upwards which is quite cute. The fee covers her vaccination (~RM) and adoption fee (RM) I hope we'll find her a good home someone who will really look after her and hopefully keep her indoors. If interested please do not hesitate to contact me (Pauline). She is currently location at Kota Damansara but I am able to bring her back to USJ/Subang Area too if you are living nearby here.",dbd4f79ef,4.0,4
1,Sid,12,307,0,1,3,4,0,2,1,1,1,1,1,1,200,41326,a70b02201c3b688f664fec4507aabe8c,1,"Was rescue at July.I am being bring him to Vet. Now totally cover, health, friendly. Giving well train by KL POOCH RESCUE. Boarding there. Adoption fees is donate to KL Pooch Rescue Please feel free to contact ¬ what's app/WeChat -",41d6c5f90,10.0,4
1,Rocky,24,109,0,1,4,0,0,3,3,1,1,2,1,1,100,41326,ad1037a6b6305520fcffabc712df70e3,0,"rocky is a very active dog who loves lots of attention. very friendly. good with kids. can only be adopted by a real animal lover and he must the only dog at home, unless the other dog is a female. he is very territorial though not a very good watch dog, which is normal trait of golden retriever.",5182392d9,1.0,1
2,Browny,3,299,0,1,2,0,0,2,1,3,3,3,1,1,0,41336,3e433618654eb478c2212a859902c975,0,It was given birth by my pet cat in March.,51d8da535,3.0,2
2,KC,51,285,276,2,2,6,7,2,3,1,1,1,1,1,0,41336,3442ec46dd66dd22d06e41da3b41de0f,0,She is very adorable and loveable. She is toilet trained. Looking for lovable family to love and care for her. She is like a family. Had to put up for adoption due to owner relocation back to Singapore.,caf56c307,3.0,1
2,Sara,2,266,0,2,6,7,0,2,1,2,2,2,1,1,100,41326,001e42763024f9d4abe31e79472b1827,0,She is the only survivor of 4 kittens. Adoption fees will cover her spaying,396a2773f,5.0,3
2,Monkey 3.0,6,265,266,2,1,2,0,1,2,1,1,1,1,1,30,41326,6f40a7acfad5cc0bb3e44591ea446c05,0,Friendly medium length coat kitten.,b744f152f,3.0,4
1,,1,307,0,3,1,2,7,1,1,2,2,2,1,6,0,41327,e7cd9231a3ddce9eb84aa8582a796db5,0,"total: 6 (3 female, 3 male) found at a car park",a3d4585c2,2.0,3
2,Kitty 6,2,266,0,2,1,5,7,2,1,2,1,2,1,1,0,41401,b770bac0ca797cf1433c48a35d30c4cb,0,Rescuered by Ling. Already dewormed.,c62de8a15,1.0,3
2,Baby,17,283,0,2,2,3,4,2,1,1,1,2,1,1,0,41401,189a6bf314b063b5c0bfa5bdec937cb8,0,"Baby was found 1 year ago, she was so little about 10cm tall. We brought it go vet and confirmed it is only 2-3 days born kitten. Baby was definitely a fighter as she could survive with no mummy cat but only human with it. We have brought it to hospital for several times during it's kitten period as it is not stable by then. But now she is definitely a lady I would say. With her very own personality, playful,elegant and smart.",9c70eee7b,1.0,4
